Link,RequisitionID,PayBand,HiringRange,RecruitmentType,Location
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-manager-newport-news-csc-pos-02159-newport-news-virginia-united-states,499014,NA,"51,300 - 71,800",General Public - G,NEWPORT NEWS CSC
https://www.jobs.virginia.gov/jobs/probation-officer-senior-team-leader-p-p-district-5-gloucester-p0515-gloucester-virginia-united-states,499035,NA,"$50,248 - $89,223",Agency Employee Only - A,Gloucester P&P
https://www.jobs.virginia.gov/jobs/maintenance-crew-member-gloucester-ahq-gloucester-virginia-united-states,499034,NA,"$35,489 - $48,797",General Public - G,Gloucester AHQ
https://www.jobs.virginia.gov/jobs/clerk-of-court-smyth-smyth-virginia-united-states,499016,NA,"negotiable to $48,253",General Public - G,CSU 28 - Marion
https://www.jobs.virginia.gov/jobs/engineer-structure-bridge-colonial-heights-virginia-united-states,498881,5,"$90,923 - $118,200",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/maintenance-crew-member-king-queen-virginia-united-states,499002,NA,"$35,489 - $48,797",General Public - G,St. Stephens AHQ
https://www.jobs.virginia.gov/jobs/web-developer-richmond-virginia-united-states,498999,NA,"$90,000 - $105,000",General Public - G,VA Information Technologies
https://www.jobs.virginia.gov/jobs/it-service-management-itsm-process-analyst-richmond-virginia-united-states,498993,NA,"$90,000 - $100,000",General Public - G,VA Information Technologies
https://www.jobs.virginia.gov/jobs/deputy-clerk-portsmouth-portsmouth-virginia-united-states,498991,NA,"negotiable to $35,923",General Public - G,Portsmouth General District Ct
https://www.jobs.virginia.gov/jobs/emergency-response-manager-richmond-virginia-united-states,498976,NA,"$78,583 - $95,000",General Public - G,Dept of Transportation
https://www.jobs.virginia.gov/jobs/program-consultant-sr-child-welfare-stipend-program-state-coordinator-w1497-richmond-virginia-united-states,498777,5,"$67,000 - $73,000/yr.",General Public - G,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/deputy-clerk-greene-greene-virginia-united-states,498978,NA,"negotiable to $35,923",General Public - G,16th Dist.. CSU Green
https://www.jobs.virginia.gov/jobs/residential-community-coordinator-chesterfield-virginia-united-states,498956,NA,"Commensurate up to $71,500",General Public - G,Bon Air JCC
https://www.jobs.virginia.gov/jobs/residential-community-manager-chesterfield-virginia-united-states,498949,NA,"Commensurate up to $85,000",General Public - G,Bon Air JCC
https://www.jobs.virginia.gov/jobs/rehabilitation-counselor-chesterfield-virginia-united-states,498943,NA,"Commensurate up to $52,920",General Public - G,Bon Air JCC
https://www.jobs.virginia.gov/jobs/resident-specialist-ii-chesterfield-virginia-united-states,498941,NA,"Minimum $41,894 (Commensurate with experience)",General Public - G,Bon Air JCC
https://www.jobs.virginia.gov/jobs/power-plant-lead-worker-state-farm-correctional-center-01713-goochland-virginia-united-states-powhatan,498887,NA,"$31,850 - $49,686",General Public - G,State Farm Correctional Center
https://www.jobs.virginia.gov/jobs/deputy-clerk-post-court-richmond-city-richmond-virginia-united-states,498955,NA,"Negotiable up to $35,923.00",General Public - G,13th Dist. CSU Richmond
https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states-8359ac8f-2c6f-4605-95fa-7d2fe2cb4950,498950,NA,"Negotiable up to $35,923.00",General Public - G,13th Dist. CSU Richmond
https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states,498940,NA,"Negotiable up to $35,923.00",General Public - G,13th Dist. CSU Richmond
https://www.jobs.virginia.gov/jobs/mechanic-equipment-repair-technician-fairfax-fairfax-county-virginia-united-states,497388,NA,"$50,000-$80,000",General Public - G,Fairfax Equipment Shop
https://www.jobs.virginia.gov/jobs/land-surveyor-supervisor-colonial-heights-virginia-united-states-amelia,495182,NA,"$80,236 - $104,307",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-00329-marion-correctional-treatment-center-smyth-virginia-united-states,493671,NA,"$30,000 - $40,404",General Public - G,Marion Corr Treatment Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-richmond-county-virginia-united-states-spotsylvania-stafford-westmoreland,494042,NA,"$42,000",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/capital-outlay-maintenance-reserve-manager-richmond-virginia-united-states,498819,NA,"$65,000 - $70,000",General Public - G,MAIN MUSEUM
https://www.jobs.virginia.gov/jobs/personnel-analyst-richmond-virginia-united-states-3944bb0c-9591-410e-9174-b623bce118fe,498748,NA,"$53,000 - $64,000",General Public - G,VDH-Central Office
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-va-beach-buckner-csc-pos-01410-virginia-beach-virginia-united-states,498665,NA,Commensurate With Experience,Agency Employee Only - A,VA BEACH/BUCKNER CSC
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-floater-pos-03556-fairfax-county-virginia-united-states,498847,NA,Commensurate With Experience,Agency Employee Only - A,FAIRFAX NORTH DM
https://www.jobs.virginia.gov/jobs/policy-and-legislative-director-richmond-virginia-united-states,498721,7,"Negotiable up to $135,000",General Public - G,Main Street Centre
https://www.jobs.virginia.gov/jobs/senior-applications-developer-richmond-virginia-united-states,498838,6,Commensurate with Experience,General Public - G,Main Street Centre
https://www.jobs.virginia.gov/jobs/human-services-program-coordinator-richmond-virginia-united-states,498469,NA,"$65,929.75 - $75,672.75",General Public - G,Dept of Health
https://www.jobs.virginia.gov/jobs/forensic-administrative-specialist-iii-cf015-manassas-virginia-united-states,498911,3,"$30,000 - $52,500",General Public - G,Northern Lab
https://www.jobs.virginia.gov/jobs/hr-business-analyst-w2448-repost-richmond-virginia-united-states,498913,5,"$50,811 - $75,000/yr.",General Public - G,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/probation-officer-charlottesville-virginia-united-states,498449,NA,"starting $53,183 (commensurate with experience)",General Public - G,16th Dist. CSU Charlottesville
https://www.jobs.virginia.gov/jobs/facilities-specialist-salem-district-salem-virginia-united-states,498877,NA,"$39,801 to $70,485",General Public - G,"Salem, Harrison Ave"
https://www.jobs.virginia.gov/jobs/dmv-customer-service-generalist-warrenton-csc-pos-no-00976-fauquier-county-virginia-united-states,498889,3,"$35,850 - $39,435",General Public - G,WARRENTON CSC
https://www.jobs.virginia.gov/jobs/deputy-clerk-hampton-hampton-virginia-united-states,498893,NA,"negotiable to $35,923",General Public - G,Hampton J&DR Court
https://www.jobs.virginia.gov/jobs/dmv-customer-service-generalist-woodstock-csc-pos-no-02093-shenandoah-virginia-united-states,498888,3,"$32,300 - $35,530",General Public - G,WOODSTOCK CSC
https://www.jobs.virginia.gov/jobs/forest-technician-james-river-district-amherst-virginia-united-states,498754,NA,"Starting at $33,000.00+ with state benefits",General Public - G,Central Office Amherst
https://www.jobs.virginia.gov/jobs/it-support-service-lead-wwrw0432-augusta-county-virginia-united-states,498803,6,"$66,380 - $120,000",General Public - G,Wilson Wkfc Rehab Ctn
https://www.jobs.virginia.gov/jobs/it-systems-services-manager-ars00614-henrico-virginia-united-states,498805,6,"$66,380 - $120,000",General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/edi-analyst-richmond-virginia-united-states,498871,NA,"$50,811 - $73,000",General Public - G,Richmond
https://www.jobs.virginia.gov/jobs/edi-analyst-richmond-virginia-united-states,498871,NA,"$50,811 - $73,000",General Public - G,"This position has a hybrid work schedule, with at least three days/week in our office in downtown Richmond, VA."
https://www.jobs.virginia.gov/jobs/senior-engineer-structure-and-bridge-staunton-virginia-united-states,498853,NA,"$82,448 - $133,978",General Public - G,Staunton District Office
https://www.jobs.virginia.gov/jobs/dmv-human-resources-director-richmond-virginia-united-states,498849,7,"Commensurate with experience up to $140,000",General Public - G,HUMAN RESOURCES
https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-hiring-event-virginia-united-states,498852,NA,"$39,900 - $54,317",General Public - G,Dept of Corrections
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-williamsburg-csc-pos-02158-williamsburg-virginia-united-states-a7f53f0b-9de8-48e6-ac69-f9144c820ac8,498840,NA,Commensurate With Experience,Agency Employee Only - A,WILLIAMSBURG CSC
https://www.jobs.virginia.gov/jobs/construction-manager-colonial-heights-virginia-united-states,498737,NA,"$98,647 - $128,241",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/agency-management-analyst-00763-richmond-virginia-united-states,498832,4,"Commensurate with experience, up to $54,000",General Public - G,ADMINISTRATIVE SERVICES
https://www.jobs.virginia.gov/jobs/maintenance-operator-williamsburg-area-headquarters-williamsburg-virginia-united-states,498821,2,"$34,489 - $57,669",General Public - G,Williamsburg Residency
https://www.jobs.virginia.gov/jobs/lead-print-tech-decal-01250-richmond-virginia-united-states,498827,3,"Commensurate with experience, up to $46,000",Agency Employee Only - A,PRINTING SECTION
https://www.jobs.virginia.gov/jobs/financial-response-non-iv-d-supervisor-w1975-richmond-virginia-united-states,498804,NA,"$69,331 to $72,812",,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/project-manager-richmond-virginia-united-states-9d7ef996-f11b-49d3-99b3-8c096309799f,498818,NA,"Minimum starting salary $89,580, commensurate with experience",General Public - G,RICHMOND HEADQUARTERS
https://www.jobs.virginia.gov/jobs/workforce-services-office-manager-lynchburg-virginia-united-states,498817,NA,"$55,000 - $65,000 annually",General Public - G,LYNCHBURG
https://www.jobs.virginia.gov/jobs/csu-director-fredericksburg-virginia-united-states,498401,NA,"Commensurate up to $100,000",General Public - G,15th Dist. CSU Fredericksburg
https://www.jobs.virginia.gov/jobs/project-manager-nottoway-virginia-united-states,497705,NA,"$50,000-$75,000",General Public - G,Department of Military Affairs
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-tysons-cr-csc-pos-01940-fairfax-county-virginia-united-states,498718,NA,Commensurate with Experience,Agency Employee Only - A,TYSONS CORNER CSC
https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-a91e4dae-1c74-48c4-b4e7-fc1485549043,498244,NA,"$54,000 - $ 57,500",General Public - G,Cent Shen-August/Staunton
https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-93061245-4755-4f91-abed-a69882cec44b,498099,NA,"$54,000 - $57,500",General Public - G,Cent Shen-August/Staunton
https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states,498098,NA,"$54,000 - $57,500",General Public - G,Cent Shen-August/Staunton
https://www.jobs.virginia.gov/jobs/environmental-health-specialist-staunton-virginia-united-states-50dcc168-d370-4de2-a733-0ae0b84353c6,498090,NA,"$39,500 - $55,000",General Public - G,Cent Shen-August/Staunton
https://www.jobs.virginia.gov/jobs/treatment-plant-operator-caroline-plant-01332-caroline-virginia-united-states,496723,NA,"$36,383 - $56,757",General Public - G,Caroline Correctional Unit 02
https://www.jobs.virginia.gov/jobs/swro-p3011-air-permit-writer-washington-virginia-united-states,495915,NA,"$50,811 - $96,448",General Public - G,Southwest Regional Office
https://www.jobs.virginia.gov/jobs/deputy-director-of-vital-records-richmond-virginia-united-states,498633,NA,"$100,000-$115,000",General Public - G,VITAL RECORDS
https://www.jobs.virginia.gov/jobs/food-operations-supervisor-nottoway-correctional-center-00023-nottoway-virginia-united-states,498600,NA,"$39,900 - $54,317",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/human-services-program-supervisor-tobacco-control-program-manager-richmond-virginia-united-states,498552,NA,"$84,820.75 - $90,000.00",General Public - G,VDH-Central Office
https://www.jobs.virginia.gov/jobs/snap-program-consultant-sr-w1153-richmond-virginia-united-states,498755,5,"$67,000 - $82,000/yr.",General Public - G,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/area-construction-engineer-pe-fairfax-county-virginia-united-states,498800,NA,"$99,300-$161,000",General Public - G,NOVA District Office
https://www.jobs.virginia.gov/jobs/sr-materials-documentation-technician-fairfax-county-virginia-united-states,498798,NA,"$55,176-$89,661",General Public - G,NOVA District Office
https://www.jobs.virginia.gov/jobs/campus-life-associate-aquatics-rec-w0074-augusta-county-virginia-united-states,498791,3,"Maximum salary $40,000",General Public - G,Wilson Wkfc Rehab Ctn
https://www.jobs.virginia.gov/jobs/construction-manager-bristol-bristol-virginia-united-states,498775,NA,"$73,394 - $119,265",General Public - G,Bristol District Office
https://www.jobs.virginia.gov/jobs/accountant-richmond-virginia-united-states-7f971c2f-2b0a-451d-ae37-383eff29efb8,498426,NA,"$54,000-$64,000",General Public - G,RICHMOND-HQ
https://www.jobs.virginia.gov/jobs/special-education-financial-data-specialist-richmond-virginia-united-states,498765,5,"$50,811 min. - $85,000 max.",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/forensic-scientist-digital-multimedia-evidence-central-laboratory-cf449-richmond-virginia-united-states,498783,5,"$52,676 - $88,123",General Public - G,Dept of Forensic Science
https://www.jobs.virginia.gov/jobs/corrections-sergeant-nottoway-correctional-center-00105-nottoway-virginia-united-states,498760,NA,"$46,400 - $82,732",Agency Employee Only - A,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-chesapeake-chesapeake-virginia-united-states,498741,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,CHESAPEAKE 324
https://www.jobs.virginia.gov/jobs/unit-manager-keen-mountain-correctional-center-00410-richmond-virginia-united-states,497749,NA,"$53,352 - $83,329",Agency Employee Only - A,Keen Mountain Correctional Ctr
https://www.jobs.virginia.gov/jobs/business-manager-a-cbp-tazewell-virginia-united-states,498612,NA,"$38,894 - $58,000",General Public - G,CUMB PLATEAU-TAZEWELL
https://www.jobs.virginia.gov/jobs/forest-technician-headwaters-district-buchanan-virginia-united-states,498753,NA,"Starting at $33,000.00+ with benefits",General Public - G,Western Office Buchanan
https://www.jobs.virginia.gov/jobs/corrections-lieutenant-chesterfield-womens-ccap-01875-chesterfield-virginia-united-states,498743,NA,"$51,240 - $89,223",Agency Employee Only - A,Chesterfield Womens CCAP
https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-32-henrico-p3204-henrico-virginia-united-states,498742,NA,"$42,500 - $47,000",General Public - G,Henrico P&P
https://www.jobs.virginia.gov/jobs/corrections-lieutenant-fluvanna-correctional-center-for-women-00058-fluvanna-virginia-united-states,498698,NA,"$53,577 - $89,223",Agency Employee Only - A,Fluvanna Correctional Center
https://www.jobs.virginia.gov/jobs/casework-counselor-nottoway-correctional-center-00072-nottoway-virginia-united-states,498693,NA,"$42,000 - $60,675",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-9-charlottesville-p0925-charlottesville-virginia-united-states,498680,NA,"$42,500 - $47,000",General Public - G,Charlottesville P&P
https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-36-p3611-richmond-virginia-united-states,498682,NA,"$37,485 - $48,561",General Public - G,Alexandria P&P
https://www.jobs.virginia.gov/jobs/systems-analyst-position-no-05028-richmond-virginia-united-states,498746,NA,"Commensurate with experience, up to $115,000",Agency Employee Only - A,IT SERVICES
https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-fluvanna-correctional-center-00101-fluvanna-virginia-united-states,498677,NA,"$43,890 - $64,909",General Public - G,Fluvanna Correctional Center
https://www.jobs.virginia.gov/jobs/chief-of-housing-and-programs-manager-virginia-corr-ctr-for-women-01144-goochland-virginia-united-states,498676,NA,"$54,359 - $89,148",Agency Employee Only - A,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/maintenance-operator-shipman-ahq-nelson-virginia-united-states-ba8fc9d8-2788-45ca-a88c-9905baa5afe0,498739,NA,"$33,005 - $53,633",General Public - G,Shipman AHQ
https://www.jobs.virginia.gov/jobs/deputy-clerk-agency-only-chesapeake-chesapeake-virginia-united-states,498738,NA,"negotiable to $37,252",Agency Employee Only - A,Chesapeake General District Ct
https://www.jobs.virginia.gov/jobs/transportation-operator-hampton-virginia-united-states,498727,NA,"$34,660 - $44,500",General Public - G,Hampton Roads Harbor Tunnels
https://www.jobs.virginia.gov/jobs/enterprise-architect-richmond-virginia-united-states,498714,NA,"Negotiable to $120,000",General Public - G,VA Information Technologies
https://www.jobs.virginia.gov/jobs/customer-account-manager-cam-richmond-virginia-united-states,498717,NA,"Negotiable to $120,000",General Public - G,VA Information Technologies
https://www.jobs.virginia.gov/jobs/rn-unit-manager-roanoke-virginia-united-states,498713,NA,"$80,000 - $95,000",General Public - G,Virginia Veterans Care Center
https://www.jobs.virginia.gov/jobs/office-services-specialist-bland-correctional-center-00264-bland-virginia-united-states,497751,NA,"$31,200 - $41,576",General Public - G,Bland Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-lieutenant-shift-comdr-central-virginia-correctional-unit-13-13057-chesterfield-virginia-united-states,498674,NA,"$51,240 - $89,223",Agency Employee Only - A,Central VA Corr Unit 13
https://www.jobs.virginia.gov/jobs/meat-and-poultry-inspector-rockingham-co-01096-rockingham-virginia-united-states,498632,4,"Up to $55,000 annually. Excellent State Benefits",General Public - G,HARRISONBURG LAB-OFFICE
https://www.jobs.virginia.gov/jobs/business-economic-development-navigator-accomac-virginia-united-states-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-county-bla,498648,NA,"$46,200 - $51,700 annually",Agency Employee Only - A,VEC CENTRAL OFFICE
https://www.jobs.virginia.gov/jobs/agency-procurement-spec-senior-richmond-virginia-united-states,498538,NA,"$60,000 - $75,000",General Public - G,VDH-Central Office
https://www.jobs.virginia.gov/jobs/protective-services-hotline-specialist-richmond-virginia-united-states,498537,NA,"$51,000 - $56,000 (Commensurate with experience)",General Public - G,Dept of Social Services
https://www.jobs.virginia.gov/jobs/corrections-officer-pocahontas-st-correctional-center-00373-tazewell-virginia-united-states,496096,NA,"$42,000",General Public - G,Pocahontas State Corr Ctr
https://www.jobs.virginia.gov/jobs/public-health-nurse-supervisor-richmond-virginia-united-states-37ec382e-0b26-4333-993f-8b5d48956df4,498417,NA,"$80,000 - $87,000",General Public - G,Dept of Health
https://www.jobs.virginia.gov/jobs/management-analyst-senior-w4310-richmond-virginia-united-states,498670,NA,"$66,049-$80,000 (salary commensurate w/experience)",General Public - G,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/maintenance-operator-hanover-virginia-united-states,498616,2,"$35,489 - $57,669",General Public - G,Hanover County
https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-lunenburg-correctional-center-00042-lunenburg-virginia-united-states-048a356b-603b-4e6b-b2e5-de624a4b64bb,498627,NA,"$43,890 - $64,909",General Public - G,Lunenburg Correctional Center
https://www.jobs.virginia.gov/jobs/casework-counselor-state-farm-work-center-02013-goochland-virginia-united-states,498624,NA,"$42,000 - $60,675",General Public - G,State Farm Work Center
https://www.jobs.virginia.gov/jobs/unit-manager-buckingham-correctional-center-00535-buckingham-virginia-united-states,498620,NA,"$53,352 - $83,329",Agency Employee Only - A,Buckingham Correctional Center
https://www.jobs.virginia.gov/jobs/maintenance-technician-augusta-county-virginia-united-states-charlottesville-clifton-forge-harrisonburg-highland-lexington-nelson-rockbridge-county-rockingham-staunton,498484,NA,"32,500",General Public - G,Frontier Culture Museum of Va
https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-epic-project-vocational-rehabilitation-counselor-capitol-district-ars00125-henrico-virginia-united-states,498205,4,Commensurate with Experience,General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/peoplesoft-developer-00022-richmond-virginia-united-states,495310,NA,"$85,000 - $100,000",General Public - G,Monroe Building
