Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Project Coordinator,Full-Time (Salaried),Hanover,NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/project-coordinator-hanover-virginia-united-states,2023-02-26
Relations Database Administrator,Full-Time (Salaried),North Chesterfield,2023-02-28T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/relations-database-administrator-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex,2023-02-26
Computer Systems Engineer Senior,Full-Time (Salaried),North Chesterfield,2023-02-28T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/computer-systems-engineer-senior-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex,2023-02-26
OEBS Relational Database Administrator,Full-Time (Salaried),North Chesterfield,2023-02-28T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/benefits-assistant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-meck-ba4cbd66-c299-48ae-978c-9b6322f696a8,2023-02-26
Systems Owner and Analyst,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Dept of Housing & Cmnty Devel,https://www.jobs.virginia.gov/jobs/systems-owner-and-analyst-richmond-virginia-united-states,2023-02-26
IT Quality Assurance Analyst - Early Childhood Education,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/it-quality-assurance-analyst-early-childhood-education-richmond-virginia-united-states,2023-02-26
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-d08bcbee-7a8c-4cbb-8fdc-b6be6678a545,2023-02-26
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-ef74d128-77e5-452b-bae0-6dfa96272550,2023-02-26
Maintenance Crew Leader - Kentuck AHQ,Full-Time (Salaried),Pittsylvania,2023-03-03T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-kentuck-ahq-pittsylvania-virginia-united-states,2023-02-26
"Casework Counselor Senior: Indian Creek Correctional Center - #00113, #00202",Full-Time (Salaried),Chesapeake,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-senior-indian-creek-correctional-center-00113-00202-chesapeake-virginia-united-states,2023-02-26
Corrections Sergeant: Indian Creek Correctional Center - #00338,Full-Time (Salaried),Chesapeake,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-indian-creek-correctional-center-00338-chesapeake-virginia-united-states,2023-02-26
Corrections Lieutenant: Indian Creek Correctional Center - #00150,Full-Time (Salaried),Chesapeake,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-indian-creek-correctional-center-00150-chesapeake-virginia-united-states,2023-02-26
Compliance Specialist,Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/compliance-specialist-richmond-virginia-united-states,2023-02-26
Registered Nurse - Baskerville Correctional Center,Full-Time (Salaried),Mecklenburg,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-baskerville-correctional-center-mecklenburg-virginia-united-states,2023-02-26
Dentist - Sussex State Prison Complex II,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-sussex-state-prison-complex-ii-sussex-virginia-united-states,2023-02-26
Maintenance Operator II - Timberlake AHQ,Full-Time (Salaried),Campbell,2023-03-03T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-ii-timberlake-ahq-campbell-virginia-united-states,2023-02-26
Maintenance Operator - Mt. Airy AHQ,Full-Time (Salaried),Pittsylvania,2023-03-03T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-mt-airy-ahq-pittsylvania-virginia-united-states,2023-02-26
Fleet Administrator Supervisor,Full-Time (Salaried),Stafford,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/fleet-administrator-supervisor-stafford-virginia-united-states,2023-02-26
Instructional Designer and Facilitator,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/instructional-designer-and-facilitator-richmond-virginia-united-states,2023-02-26
Speciality Crew Leader Maintanence,Full-Time (Salaried),Chesterfield,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/speciality-crew-leader-maintanence-chesterfield-virginia-united-states,2023-02-26
Accountant,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/accountant-richmond-virginia-united-states-052aad5d-6433-4346-8ba6-34710c07dcab,2023-02-26
Meat and Poultry Inspector (Second Shift-Evenings),Full-Time (Salaried),"Chesterfield
  Richmond",2023-02-27T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/meat-and-poultry-inspector-second-shift-evenings-chesterfield-virginia-united-states-richmond-1f95ed3c-bb17-4432-8a22-08e10a107c87,2023-02-26
Meat and Poultry Inspector (Chesterfield County),Full-Time (Salaried),"Chesterfield
  Richmond",2023-02-27T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/meat-and-poultry-inspector-chesterfield-county-chesterfield-virginia-united-states-richmond,2023-02-26
Maintenance Operator,Full-Time (Salaried),Alleghany,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-alleghany-virginia-united-states,2023-02-26
Mixed Delivery Coordinator,Full-Time (Salaried),Richmond,2023-02-26T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/mixed-delivery-coordinator-richmond-virginia-united-states,2023-02-26
Vocational Rehabilitation Counselor - #00371,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-00371-henrico-virginia-united-states,2023-02-26
Contract Manager- Construction,Full-Time (Salaried),Fairfax County,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/contract-manager-construction-fairfax-virginia-united-states,2023-02-26
Production Technician,Full-Time (Salaried),Buckingham,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/production-technician-dillwyn-virginia-united-states-aabd796b-efcd-4545-94c9-eac88576c677,2023-02-26
Civil Rights Manager,Full-Time (Salaried),Fairfax,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/civil-rights-manager-fairfax-virginia-united-states-6c0498ca-298e-4976-86a4-f55352407274,2023-02-26
Highway Maintenance Crew Member,Full-Time (Salaried),Albemarle County,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-crew-member-free-union-virginia-united-states,2023-02-26
EEO Assistant Division Administrator - Internal Programs,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/eeo-assistant-division-administrator-internal-programs-richmond-virginia-united-states,2023-02-26
Treatment Plant Operator (Caroline Plant) - #01332,Full-Time (Salaried),Caroline,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-operator-caroline-plant-01335-caroline-virginia-united-states,2023-02-26
Magistrate - Rockingham,Full-Time (Salaried),Rockingham,2023-03-03T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/magistrate-rockingham-harrisonburg-virginia-united-states,2023-02-26
Magistrate - Warren,Full-Time (Salaried),Warren,2023-03-03T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/magistrate-warren-richmond-virginia-united-states,2023-02-26
Probation Officer (P&P District #19/Newport News) - #P1951,Full-Time (Salaried),"Chesapeake
  Emporia
  Hampton
  Newport News
  Norfolk
  Petersburg
  Southampton
  Suffolk

            Chesapeake
  Emporia
  Hampton",2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-19-newport-news-newport-news-virginia-united-states,2023-02-26
Corrections Officer: VA Correctional Center for Women,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-goochland-virginia-united-states,2023-02-26
Regional Transition Specialist - #00492,Full-Time (Salaried),"Augusta County
  Botetourt County
  Bristol
  Buena Vista
  Henrico
  Pulaski
  Radford
  Roanoke
  Roanoke County
  Salem
  Wythe

            Augusta County
  Botetourt County
  Bristol",NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/regional-transition-specialist-00492-augusta-county-virginia-united-states-botetourt-county-bristol-buena-vista-henrico-pulaski-radford-roanoke-roanoke-county-salem-wythe,2023-02-26
Maintenance Operator - Brosville AHQ,Full-Time (Salaried),Pittsylvania,2023-03-03T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-brosville-ahq-pittsylvania-virginia-united-states,2023-02-26
NRO - P4093 - Air Inspector,Full-Time (Salaried),Prince William,2023-02-28T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/nro-p4093-air-inspector-prince-william-virginia-united-states,2023-02-26
Facility Compliance Program Mgr,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/facility-compliance-program-mgr-richmond-virginia-united-states-22e0f254-de3b-4225-b593-3c030e7d19ca,2023-02-26
Cognitive Counselor (Community Corrections): P&P District #33/Warsaw - #P3316,Full-Time (Salaried),Richmond County,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-community-corrections-p-p-district-33-warsaw-p3316-richmond-county-virginia-united-states,2023-02-26
Dispatcher or Dispatcher Trainee,Full-Time (Salaried),Salem,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-outside-of-state-q-z-radford-virginia-united-states-rappahannock-richmond-richmond-county-roanoke-roanoke-county-rockbrid-094b4342-fca9-42d8-a7e1-e94d0787ce8e,2023-02-26
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states,2023-02-26
Forensic Scientist - Digital & Multimedia Evidence - Central Laboratory - CF802,Full-Time (Salaried),Richmond,2023-02-27T23:55:00Z,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/forensic-scientist-digital-multimedia-evidence-central-laboratory-cf802-richmond-virginia-united-states,2023-02-26
Dispatcher or Dispatcher Trainee,Full-Time (Salaried),Salem,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-outside-of-state-q-z-radford-virginia-united-states-rappahannock-richmond-richmond-county-roanoke-roanoke-county-rockbridge-county-rockingham-russell-salem-sc,2023-02-26
Dispatcher or Dispatcher Trainee,Full-Time (Salaried),Colonial Heights,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-bristol-virginia-united-states-accomac-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-county-bl,2023-02-26
Deputy Clerk - Augusta/Staunton,Full-Time (Salaried),Staunton,2023-02-28T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-augusta-staunton-staunton-virginia-united-states,2023-02-26
Crew Leader Structure & Bridge,Full-Time (Salaried),Louisa,2023-02-27T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/crew-leader-structure-bridge-louisa-virginia-united-states,2023-02-26
Program Support Technician,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-math-47e26c11-45a3-4ff4-8074-d371309e39ba,2023-02-26
Accounts Payable Supervisor,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/accounts-payable-supervisor-richmond-virginia-united-states,2023-02-26
Accountant,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgomery-county-nel,2023-02-26
Accounts Payable Accountant,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/accounts-payable-accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mat-1725a8e4-fa63-41d7-a6e6-ffd9cc16cd25,2023-02-26
Real Pay for Real Jobs (RPRJ) EPIC Project Administrative Support - #ARSR1206,Full-Time (Salaried),Henrico,2023-02-27T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-rprj-epic-project-administrative-support-arsr1206-henrico-virginia-united-states,2023-02-26
Accounts Payable Accountant,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/accounts-payable-accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-mont,2023-02-26
"Assistant Attorney General, Major Crimes and Emerging Threats (OAG00642)",Full-Time (Salaried),Roanoke,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-major-crimes-and-emerging-threats-oag00642-roanoke-virginia-united-states,2023-02-26
Business Systems Analyst,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/business-systems-analyst-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgom,2023-02-26
Program Support Technician,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montg,2023-02-26
Vocational Rehabilitation Counselor - #ARS00576,Full-Time (Salaried),Manassas,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-ars00576-manassas-virginia-united-states,2023-02-26
Food Production Worker A,Full-Time (Salaried),Nottoway,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/food-production-worker-a-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgom,2023-02-26
Chief Operations Officer,Full-Time (Salaried),"Manassas
  Prince William",2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/chief-operations-officer-manassas-virginia-united-states-prince-william,2023-02-26
Equipment and Applications Specialist,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/equipment-and-applications-specialist-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-midd,2023-02-26
Regional Dam Safety Engineer,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/regional-dam-safety-engineer-richmond-virginia-united-states,2023-02-26
Equipment and Applications Specialist (NOC),Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/equipment-and-applications-specialist-noc-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-,2023-02-26
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states-8dca5321-059f-424b-8ac3-16f4e26d033b,2023-02-26
General Accounting and Reporting Manager (Hybrid),Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/general-accounting-and-reporting-manager-hybrid-richmond-virginia-united-states,2023-02-26
Rehabilitation Teacher - #BVI00124,Full-Time (Salaried),Fairfax County,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/rehabilitation-teacher-bvi00124-fairfax-county-virginia-united-states,2023-02-26
Communications Technician,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/communications-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgo,2023-02-26
IT Project Manager,Full-Time (Salaried),Richmond,2023-02-27T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/it-project-manager-richmond-virginia-united-states,2023-02-26
Title I Specialist,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/title-i-specialist-richmond-virginia-united-states,2023-02-26
Fiscal Assistant,Full-Time (Salaried),"Manassas
  Prince William",2023-02-27T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/fiscal-assistant-manassas-virginia-united-states-prince-william,2023-02-26
Public Health Nurse Sr.,Full-Time (Salaried),Petersburg,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states-ddfc5e30-6e7d-4e71-bba9-08787ae61257,2023-02-26
Senior Financial Reporting and Compliance Specialist,Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/senior-financial-reporting-and-compliance-specialist-richmond-virginia-united-states,2023-02-26
Public Health Nurse Sr.,Full-Time (Salaried),Greensville,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-greensville-virginia-united-states,2023-02-26
Public Health Nurse Sr.,Full-Time (Salaried),Petersburg,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states,2023-02-26
Business Manager C (ALX),Full-Time (Salaried),Alexandria,2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/business-manager-c-alx-alexandria-virginia-united-states,2023-02-26
Public Health Nurse Sr.,Full-Time (Salaried),Prince George,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-prince-george-virginia-united-states,2023-02-26
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states,2023-02-26
Production Technician: Virginia Correctional Enterprises #00235,Full-Time (Salaried),Powhatan,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/production-technician-virginia-correctional-enterprises-00235-powhatan-virginia-united-states-61741fe9-e9c9-42bb-8079-cac01cfd35f2,2023-02-26
Cognitive Counselor: P&P District #11 Winchester,Full-Time (Salaried),Winchester,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-p-p-district-11-winchester-winchester-virginia-united-states,2023-02-26
Corrections Officer: Stafford CCAP #01149,Full-Time (Salaried),Stafford,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-stafford-ccap-01149-stafford-virginia-united-states-73194cbc-400a-4278-a7cc-ea1a47d4bfdc,2023-02-26
Corrections Sergeant: Central Virginia Correctional Unit #13  #13085,Full-Time (Salaried),Chesterfield,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-central-virginia-correctional-unit-13-13085-chesterfield-virginia-united-states,2023-02-26
Fiscal Tech Senior: Central Virginia Correctional Unit #13,Full-Time (Salaried),Chesterfield,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-tech-senior-central-virginia-correctional-unit-13-chesterfield-virginia-united-states,2023-02-26
Casework Counselor: Virginia Correctional Center For Women #00146,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-virginia-correctional-center-for-women-00146-goochland-virginia-united-states,2023-02-26
Cognitive Counselor: Virginia Correctional Center For Women #02017,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-virginia-correctional-center-for-women-02017-goochland-virginia-united-states,2023-02-26
Inmate Grievance Coordinator: Nottoway Correctional Center,Full-Time (Salaried),Nottoway,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/inmate-grievance-coordinator-nottoway-correctional-center-nottoway-virginia-united-states,2023-02-26
Cognitive Counselor: Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-dillwyn-correctional-center-buckingham-virginia-united-states,2023-02-26
Human Resources Analyst : Virginia Correctional Ctr For Women #00016,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/human-resources-analyst-virginia-correctional-ctr-for-women-00016-goochland-virginia-united-states,2023-02-26
Program Support Technician: VIrginia Correctional Center for Women,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-correctional-center-for-women-goochland-virginia-united-states,2023-02-26
Corrections Sergeant: Virginia Correctional Center for Women #00285,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-virginia-correctional-center-for-women-00285-goochland-virginia-united-states,2023-02-26
Food Operations Assistant Director: Virginia Correctional Center for Women #01123,Full-Time (Salaried),Goochland,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-virginia-correctional-center-for-women-01123-goochland-virginia-united-states,2023-02-26
Time Computation Correspondence Specialist: Central Administration #01427,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/time-computation-correspondence-specialist-central-administration-01427-richmond-virginia-united-states-24cd99b9-6b13-429b-bb22-f71a39f786a6,2023-02-26
Corrections Assistant Warden: Coffeewood Correctional Center #00003,Full-Time (Salaried),Culpepper,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-assistant-warden-coffeewood-correctional-center-00003-culpepper-virginia-united-states,2023-02-26
Corrections Officer: Stafford CCAP #01149,Full-Time (Salaried),Stafford,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-stafford-ccap-01149-stafford-virginia-united-states,2023-02-26
Probation Officer: P&P District #9 Charlottesville #P0915,Full-Time (Salaried),Charlottesville,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-9-charlottesville-p0915-charlottesville-virginia-united-states,2023-02-26
Regulatory Compliance Specialist,Full-Time (Salaried),Richmond,NA,Virginia State Bar,https://www.jobs.virginia.gov/jobs/regulatory-compliance-specialist-richmond-virginia-united-states,2023-02-26
Benefits Administrator,Full-Time (Salaried),"North Chesterfield
  Richmond",NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/benefits-administrator-north-chesterfield-virginia-united-states-richmond,2023-02-26
Registered Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/registered-nurse-virginia-beach-virginia-united-states,2023-02-26
Certified Nursing Assistant,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/certified-nursing-assistant-virginia-beach-virginia-united-states,2023-02-26
Cognitive Counselor: Greensville Correctional Ctr. Eastern Region -#01336,Full-Time (Salaried),Greensville,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-greensville-correctional-ctr-eastern-region-01336-greensville-virginia-united-states,2023-02-26
Probation Officer: P&P District #11 Winchester #P1108,Full-Time (Salaried),Winchester,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-11-winchester-p1108-winchester-virginia-united-states,2023-02-26
Food Operations Supervisor: Coffeewood Correctional Center #00048,Full-Time (Salaried),Culpepper,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-coffeewood-correctional-center-00048-culpepper-virginia-united-states,2023-02-26
Electronic Technician Senior: Coffeewood Correctional Center #00096,Full-Time (Salaried),Culpepper,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electronic-technician-senior-coffeewood-correctional-center-00096-culpepper-virginia-united-states,2023-02-26
Program Support Technician (Timekeeper): Lunenburg Correctional Center #00457,Full-Time (Salaried),Lunenburg,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-timekeeper-lunenburg-correctional-center-00457-lunenburg-virginia-united-states,2023-02-26
Electrician Supervisor: Buckingham Correctional Center #00046,Full-Time (Salaried),Buckingham,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electrician-supervisor-buckingham-correctional-center-00046-buckingham-virginia-united-states,2023-02-26
Casework Counselor: Central Virginia Correctional Unit #13  #13060,Full-Time (Salaried),Chesterfield,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-central-virginia-correctional-unit-13-13060-chesterfield-virginia-united-states,2023-02-26
