Title,EmploymentType,Location,Closingdate,Agency,Link,ClosingDate2
Contract Administrator (Family Violence Prevention & Services) #W4208,Full-Time (Salaried),Richmond,Feb 25 2023 at 23:55 EST,Department of Social Services,https://www.jobs.virginia.gov/jobs/contract-administrator-family-violence-prevention-services-amelia-virginia-united-states-caroline-charles-city-chesterfield-colonial-heights-dinwiddie-goochland-hanover-henrico-hopewell-king-,2023-02-25T23:55:00Z
Contract Administrator (Underserved Populations) #W1146,Full-Time (Salaried),Richmond,Feb 25 2023 at 23:55 EST,Department of Social Services,https://www.jobs.virginia.gov/jobs/contract-administrator-underserved-populations-amelia-virginia-united-states-caroline-charles-city-chesterfield-colonial-heights-dinwiddie-goochland-hanover-henrico-king-william-louisa-new-ke,2023-02-25T23:55:00Z
Capital Asset Supervisor,Full-Time (Salaried),Richmond,Mar 5 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/capital-asset-supervisor-richmond-virginia-united-states,2023-03-05T23:55:00Z
"Assistant Attorney General, Consumer Protection Section (OAG00076)",Full-Time (Salaried),Richmond,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00076-richmond-virginia-united-states,NA
"Assistant Attorney General, Consumer Protection Section (OAG00803)",Full-Time (Salaried),Richmond,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00803-richmond-virginia-united-states,NA
Dietary Aide,Full-Time (Salaried),Roanoke,Mar 1 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/dietary-aide-roanoke-virginia-united-states-c0259af9-c54e-4841-93ff-34ffbdb37c01,2023-03-01T23:55:00Z
Fiscal Technician: (Inmate Trust) Marion Correctional Center #00011,Full-Time (Salaried),Smyth,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-technician-inmate-trust-marion-correctional-center-smyth-virginia-united-states,2023-02-24T23:55:00Z
Corrections Officer: Marion Correctional Center #00063,Full-Time (Salaried),Smyth,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-marion-virginia-united-states,NA
Chief Ranger Law Enforcement - Westmoreland State Park,Full-Time (Salaried),Westmoreland,Feb 28 2023 at 23:55 EST,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-westmoreland-state-park-montross-virginia-united-states,2023-02-28T23:55:00Z
Health Care Fraud and Elder Abuse Section Investigator (OAG00379),Full-Time (Salaried),Fairfax County,Feb 24 2023 at 23:55 EST,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/health-care-fraud-and-elder-abuse-section-investigator-richmond-virginia-united-states,2023-02-24T23:55:00Z
"Associate University Counsel / Assistant Attorney General, James Madison (OAGUN037)",Full-Time (Salaried),Harrisonburg,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-james-madison-richmond-virginia-united-states,NA
"Associate University Counsel / Assistant Attorney General, George Mason (OAGUN027)",Full-Time (Salaried),Fairfax,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-george-mason-fairfax-virginia-united-states,NA
"Assistant Attorney General, Major Crimes Section (OAG00310)",Full-Time (Salaried),Alexandria,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-1f11a7bb-5a84-461f-9a02-a7062b8eae91,NA
Right of Way Agent,Full-Time (Salaried),"Fairfax
  Fredericksburg",Feb 27 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/right-of-way-agent-fairfax-virginia-united-states-bbfffc98-35b4-478a-9383-3caf6ea24ffa,2023-02-27T23:55:00Z
Corrections Captain: Augusta Correctional Center #00749,Full-Time (Salaried),Augusta County,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-captain-augusta-correctional-center-augusta-county-virginia-united-states,2023-02-24T23:55:00Z
Mental Health Group Technician - Red Onion State Prison,Full-Time (Salaried),"Wise, Virginia",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-group-technician-pound-virginia-united-states,NA
Dentist - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-buckingham-virginia-united-states,NA
Attorney - Assistant Public Defender I - Hampton,Full-Time (Salaried),Hampton,Feb 28 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-hampton-hampton-virginia-united-states,2023-02-28T23:55:00Z
Legal Assistant - Arlington/Falls Church,Full-Time (Salaried),"Arlington
  Falls Church",Feb 28 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/legal-assistant-arlington-falls-church-arlington-virginia-united-states,2023-02-28T23:55:00Z
Land Surveyor Supervisor,Full-Time (Salaried),"Amelia
  Colonial Heights",Feb 28 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/land-surveyor-supervisor-colonial-heights-virginia-united-states,2023-02-28T23:55:00Z
Practice Consultant Sr. (Resource Families) #W5409,Full-Time (Salaried),Norfolk,Feb 25 2023 at 23:55 EST,Department of Social Services,https://www.jobs.virginia.gov/jobs/practice-consultant-sr-resource-families-accomac-virginia-united-states-charles-city-chesapeake-emporia-essex-gloucester-hampton-isle-of-wight-james-city-king-queen-lancaster-mathews-melfa-ne,2023-02-25T23:55:00Z
Magistrate - Culpeper,Full-Time (Salaried),Culpepper,Feb 24 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/magistrate-culpeper-culpeper-virginia-united-states,2023-02-24T23:55:00Z
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states-4395cb3c-1d81-48ea-b7e3-1427857364dd,NA
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states,NA
American Sign Language Court Interpreter - Charlottesville/Staunton,Full-Time (Salaried),Waynesboro,,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-charlottesville-staunton-waynesboro-virginia-united-states,NA
American Sign Language Court Interpreter - Tidewater,Full-Time (Salaried),Portsmouth,,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-tidewater-portsmouth-virginia-united-states,NA
Masonry Teacher: Haynesville Correctional Center #ED009,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/masonry-teacher-haynesville-correctional-center-ed009-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Probation Officer (Sex Offender Specialist): P&P District #03/Portsmouth - #P0316,Full-Time (Salaried),Portsmouth,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-sex-offender-specialist-p-p-district-03-portsmouth-p0316-portsmouth-virginia-united-states,2023-02-27T23:55:00Z
Human Resource Benefits Analyst,Full-Time (Salaried),Henrico,Mar 3 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/human-resource-benefits-analyst-henrico-virginia-united-states,2023-03-03T23:55:00Z
Office Services Specialist: ASD Central Campus #00458,Full-Time (Salaried),Goochland,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-asd-central-campus-00458-goochland-virginia-united-states,2023-02-24T23:55:00Z
Deputy Clerk - Henrico,Full-Time (Salaried),Henrico,Feb 24 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-henrico-henrico-virginia-united-states,2023-02-24T23:55:00Z
Records Manager: Augusta Correctional Center #00018,Full-Time (Salaried),Augusta County,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/records-manager-augusta-correctional-center-00018-augusta-county-virginia-united-states,2023-02-24T23:55:00Z
Corrections Sergeant: Wallens Ridge State Prison #00062,Full-Time (Salaried),"Wise, Virginia",Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-wallens-ridge-state-prison-00062-wise-virginia-virginia-united-states,2023-02-24T23:55:00Z
Deputy Clerk - Albemarle/Charlottesville,Full-Time (Salaried),Charlottesville,,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-albemarle-charlottesville-charlottesville-virginia-united-states,NA
Water Quality Specialist,Full-Time (Salaried),"Buchanan
  Dickenson
  Lee
  Russell
  Scott
  Washington
  Wise, Virginia

            Buchanan
  Dickenson
  Lee",Mar 3 2023 at 23:55 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/water-quality-specialist-buchanan-virginia-united-states-dickenson-lee-russell-scott-washington-wise-virginia-3bd8ed1b-55bb-4e7a-846f-493f26a2fd3c,2023-03-03T23:55:00Z
Deputy Clerk - Smyth,Full-Time (Salaried),Smyth,Feb 24 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-smyth-smyth-virginia-united-states,2023-02-24T23:55:00Z
Surveillance Officer (Sex Offender) - P&P District #30 Hampton - #P3030,Full-Time (Salaried),Hampton,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/surveillance-officer-sex-offender-p-p-district-30-hampton-p3030-hampton-virginia-united-states,2023-02-27T23:55:00Z
Deputy Clerk - Chesapeake,Full-Time (Salaried),Chesapeake,Feb 24 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-chesapeake-chesapeake-virginia-united-states,2023-02-24T23:55:00Z
Office Manager - High Bridge Trail State Park,Full-Time (Salaried),Prince Edward,Feb 24 2023 at 23:55 EST,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/office-manager-high-bridge-trail-state-park-prince-edward-virginia-united-states,2023-02-24T23:55:00Z
Probation Officer (Sex Offender Specialist): P&P District #06/Suffolk - #P0610,Full-Time (Salaried),Suffolk,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-sex-offender-specialist-p-p-district-06-suffolk-p0610-suffolk-virginia-united-states,2023-02-27T23:55:00Z
HVAC Installation & Repair Supervisor: Deerfield Correctional Center - #00511,Full-Time (Salaried),Southampton,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-deerfield-correctional-center-00511-richmond-virginia-united-states,NA
Office Services Assistant (Community Corrections): P&P District34/Williamsburg - #P3406,Full-Time (Salaried),Williamsburg,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-community-corrections-p-p-district34-williamsburg-p3406-williamsburg-virginia-united-states,2023-02-27T23:55:00Z
Maintenance Operator Structure and Bridge (Capron),Full-Time (Salaried),"Franklin
  Southampton",Feb 26 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-structure-and-bridge-capron-franklin-virginia-united-states-southampton,2023-02-26T23:55:00Z
Administrative Assistant - #BVI00252,Full-Time (Salaried),Henrico,Feb 24 2023 at 23:55 EST,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/administrative-assistant-bvi00252-henrico-virginia-united-states,2023-02-24T23:55:00Z
District Materials Engineer,Full-Time (Salaried),Suffolk,Mar 5 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/district-materials-engineer-suffolk-virginia-united-states,2023-03-05T23:55:00Z
Corrections Officer: Rustburg Correctional Unit,Full-Time (Salaried),Campbell,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-rustburg-virginia-united-states,NA
Corrections Officer,Full-Time (Salaried),"Gordonsville
  Powhatan",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-state-farm-virginia-united-states-879b0512-6a7f-44ff-8df6-38a8352b1c34,NA
Corrections Officer: Baskerville Correctional Center,Full-Time (Salaried),Mecklenburg,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-baskerville-virginia-united-states,NA
Corrections Officer  - Nottoway Correctional Center,Full-Time (Salaried),Nottoway,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-burkeville-virginia-united-states,NA
Corrections Officer - Lunenburg Correctional Center,Full-Time (Salaried),Lunenburg,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-victoria-virginia-united-states,NA
Corrections Officer - Fluvanna Correctional Center for Women,Full-Time (Salaried),Fluvanna,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-troy-virginia-united-states,NA
Corrections Officer - Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states-a2a34a4e-1d25-4cc6-9b45-00826cf35976,NA
Corrections Officer - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states,NA
Corrections Officer - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-mitchells-virginia-united-states,NA
Residency Business Administrator,Full-Time (Salaried),"Wise, Virginia",Feb 26 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/residency-business-administrator-wise-virginia-united-states,2023-02-26T23:55:00Z
Engineer Senior Supervisor Signal Operations,Full-Time (Salaried),Colonial Heights,Mar 3 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-senior-supervisor-signal-operations-colonial-heights-virginia-united-states,2023-03-03T23:55:00Z
Adjudication Specialist,Full-Time (Salaried),Henrico,Feb 24 2023 at 23:55 EST,Dept of Health Professions,https://www.jobs.virginia.gov/jobs/adjudication-specialist-henrico-virginia-united-states,2023-02-24T23:55:00Z
Stormwater Plan Reviewer,Full-Time (Salaried),Prince William,Feb 24 2023 at 23:55 EST,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/stormwater-plan-reviewer-woodbridge-virginia-united-states,2023-02-24T23:55:00Z
Chief of Housing and Programs Manager: Deerfield Correctional Complex,Full-Time (Salaried),Southampton,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/chief-of-housing-and-programs-manager-richmond-virginia-united-states,2023-02-27T23:55:00Z
Registered Nurse Supervisor - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Culpepper
  Fluvanna",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-rnca-troy-virginia-united-states,NA
Mental Health Clinician I - Beaumont Correctional Center,Full-Time (Salaried),Powhatan,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-state-farm-virginia-united-states-77bbd512-f355-4973-84f3-36d70368705e,NA
"Support Enforcement Specialist - Richmond, W2150",Full-Time (Salaried),Henrico,,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-richmond-w2150-henrico-virginia-united-states,NA
Licensed Practical Nurse - Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states,NA
Dental Assistant - Coffeewood Correctional Center,Full-Time (Salaried),"Charlottesville
  Culpepper
  Gordonsville
  Orange

            Charlottesville
  Culpepper
  Gordonsville",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dental-assistant-mitchells-virginia-united-states,NA
"Support Enforcement Specialist Senior, Manassas (WS004)",Full-Time (Salaried),Manassas,,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-senior-manassas-ws004-manassas-virginia-united-states-49ac5eea-7156-43d3-88c4-430ade54278c,NA
Treatment Plant Operator (James River Plant),Full-Time (Salaried),Goochland,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-operator-james-river-plant-goochland-virginia-united-states,2023-02-27T23:55:00Z
DEPUTY DIRECTOR OF ADMINISTRATION AND OUTREACH,Full-Time (Salaried),Henrico,Feb 24 2023 at 23:55 EST,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/deputy-director-of-administration-and-outreach-henrico-virginia-united-states,2023-02-24T23:55:00Z
Deputy Clerk - Hanover,Full-Time (Salaried),Hanover,,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-hanover-hanover-virginia-united-states,NA
VVFS Veteran Peer Specialist,Full-Time (Salaried),Charlottesville,Feb 24 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/vvfs-veteran-peer-specialist-charlottesville-virginia-united-states,2023-02-24T23:55:00Z
Probation Officer Senior (Reentry Team Leader): P&P District #19/Newport News - #P1959,Full-Time (Salaried),Newport News,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-senior-reentry-team-leader-p-p-district-19-newport-news-p1959-newport-news-virginia-united-states,2023-02-27T23:55:00Z
Accountant: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/accountant-sussex-i-and-ii-state-prison-complex-sussex-virginia-united-states,2023-02-27T23:55:00Z
Librarian: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/librarian-sussex-i-and-ii-state-prison-complex-sussex-virginia-united-states,2023-02-27T23:55:00Z
Corrections Sergeant: Haynesville Correctional Complex,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-haynesville-correctional-complex-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Treatment Plant Operator (Coffeewood Plant),Full-Time (Salaried),Culpepper,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-operator-coffeewood-plant-culpepper-virginia-united-states,2023-02-27T23:55:00Z
Casework Counselor: Caroline Correctional Unit,Full-Time (Salaried),Caroline,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-caroline-correctional-unit-caroline-virginia-united-states,2023-02-27T23:55:00Z
Casework Counselor (Multiple Vacancies): Haynesville Correctional Complex,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-multiple-vacancies-haynesville-correctional-complex-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Office Services Specialist (Programs): Haynesville Correctional Complex,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-programs-haynesville-correctional-complex-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Office Services Specialist (Operations): Haynesville Correctional Complex,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-operations-haynesville-correctional-complex-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Accountant: Deerfield Correctional Complex,Full-Time (Salaried),Southampton,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/accountant-deerfield-correctional-complex-southampton-virginia-united-states,2023-02-27T23:55:00Z
Plumber/Steamfitter Supervisor,Full-Time (Salaried),Southampton,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plumber-steamfitter-supervisor-southampton-virginia-united-states,2023-02-27T23:55:00Z
"Administrative Veterans Service Representative - Fredericksburg, VA",Full-Time (Salaried),Fredericksburg,Feb 24 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/administrative-veterans-service-representative-fredericksburg-va-fredericksburg-virginia-united-states,2023-02-24T23:55:00Z
Chief Probation Officer (Probation Director): P&P District #06/Suffolk - #P0601,Full-Time (Salaried),Suffolk,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/chief-probation-officer-probation-director-p-p-district-06-suffolk-p0601-suffolk-virginia-united-states,2023-02-27T23:55:00Z
Nutritionist Supervisor Senior (ALX),Full-Time (Salaried),Alexandria,Mar 8 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/nutritionist-supervisor-senior-alx-alexandria-virginia-united-states,2023-03-08T23:55:00Z
Area Forester-Five Forks District,Full-Time (Salaried),Dinwiddie,Mar 3 2023 at 23:55 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-five-forks-district-dinwiddie-virginia-united-states-da2f1a39-b3b2-48ce-bfe0-2d1efcf97b55,2023-03-03T23:55:00Z
Area Forester-Five Forks District,Full-Time (Salaried),Dinwiddie,Mar 3 2023 at 23:55 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-five-forks-district-dinwiddie-virginia-united-states,2023-03-03T23:55:00Z
Forest Technician-Capital District,Full-Time (Salaried),New Kent,Feb 24 2023 at 23:55 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/forest-technician-capital-district-new-kent-virginia-united-states,2023-02-24T23:55:00Z
Communications Specialist Senior,Full-Time (Salaried),Colonial Heights,Feb 24 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/communications-specialist-senior-colonial-heights-virginia-united-states,2023-02-24T23:55:00Z
Operator Structure and Bridge,Full-Time (Salaried),Montgomery County,Feb 24 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/operator-structure-and-bridge-montgomery-county-virginia-united-states,2023-02-24T23:55:00Z
Maintenance Crew Leader,Full-Time (Salaried),Botetourt County,Feb 24 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-botetourt-county-virginia-united-states,2023-02-24T23:55:00Z
Maintenance Supervisor,Full-Time (Salaried),Botetourt County,Feb 24 2023 at 12:30 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-supervisor-botetourt-county-virginia-united-states,2023-02-24T12:30:00Z
Area Forester-Mountain Valley District,Full-Time (Salaried),Rockbridge County,Mar 3 2023 at 23:55 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-mountain-valley-district-rockbridge-county-virginia-united-states,2023-03-03T23:55:00Z
Maintenance Operator - Shipman AHQ,Full-Time (Salaried),Nelson,Feb 24 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-shipman-ahq-nelson-virginia-united-states,2023-02-24T23:55:00Z
Water Quality Specialist,Full-Time (Salaried),"Bland
  Carroll
  Grayson
  Tazewell
  Wythe

            Bland
  Carroll
  Grayson",Mar 3 2023 at 00:00 EST,Department of Forestry,https://www.jobs.virginia.gov/jobs/water-quality-specialist-virginia-united-states-bland-carroll-grayson-tazewell-wythe,2023-03-03T00:00:00Z
Human Resource Consultant Senior,Full-Time (Salaried),Suffolk,Feb 26 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/human-resource-consultant-senior-suffolk-virginia-united-states,2023-02-26T23:55:00Z
"Maintenance Superintendent, Specialty Crew - Williamsburg Residency",Full-Time (Salaried),Williamsburg,Feb 26 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-superintendent-specialty-crew-williamsburg-residency-williamsburg-virginia-united-states,2023-02-26T23:55:00Z
Construction Inspector,Full-Time (Salaried),Chesapeake,Feb 26 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-inspector-chesapeake-virginia-united-states,2023-02-26T23:55:00Z
Corrections Officer: Indian Creek Correctional Center,Full-Time (Salaried),Chesapeake,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-chesapeake-virginia-united-states-058fc458-5d58-45cf-bf33-37f492f3486b,NA
Electrician Supervisor: Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Dinwiddie
  Emporia
  Franklin County
  Hampton
  Newport News
  Norfolk
  Suffolk

            Chesapeake
  Dinwiddie
  Emporia",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electrician-supervisor-chesapeake-virginia-united-states,NA
Food Operations Supervisor (Multiple Vacancies): Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Hampton
  Norfolk
  Portsmouth
  Suffolk

            Chesapeake
  Hampton
  Norfolk",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-chesapeake-virginia-united-states,NA
HVAC Installation & Repair Supervisor: Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Dinwiddie
  Emporia
  Hampton
  Newport News
  Norfolk
  Petersburg
  Suffolk
  Sussex

            Chesapeake
  Dinwiddie
  Emporia",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-chesapeake-virginia-united-states,NA
Corrections Officer (Patrol Canine/Multiple Positions): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-patrol-canine-multiple-positions-waverly-virginia-united-states,NA
Food Operations Supervisor (Multiple Positions): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-positions-waverly-virginia-united-states,NA
Corrections Sergeant (Multiple Vacancies): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-multiple-vacancies-waverly-virginia-united-states,NA
Recreation Supervisor: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/recreation-supervisor-waverly-virginia-united-states,NA
Storekeeper Senior: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/storekeeper-senior-waverly-virginia-united-states,NA
University Counsel/ Senior Assistant Attorney General (Radford),Full-Time (Salaried),Radford,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-radford-radford-virginia-united-states,NA
Mitigation Specialist - Chesterfield,Full-Time (Salaried),Chesterfield,Feb 28 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/mitigation-specialist-chesterfield-chester-virginia-united-states,2023-02-28T23:55:00Z
Office Manager (Administrative) - Chesterfield,Full-Time (Salaried),Chesterfield,Feb 28 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/office-manager-administrative-chesterfield-chester-virginia-united-states,2023-02-28T23:55:00Z
