Link,RequisitionID,PayBand,HiringRange,RecruitmentType,Location
https://www.jobs.virginia.gov/jobs/system-administrator-richmond-virginia-united-states,497483,NA,"$68,000 - $78,000",General Public - G,VA Information Technologies
https://www.jobs.virginia.gov/jobs/ph-nurse-prince-william-virginia-united-states,497376,NA,"$56,025 - $70,000",General Public - G,PRINCE WILLIAM-WOODBRIDGE
https://www.jobs.virginia.gov/jobs/engineer-supervisor-structure-bridge-inspection-colonial-heights-virginia-united-states,497182,NA,"$72,738 - $118,200",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/park-ranger-natural-bridge-state-park-rockbridge-county-virginia-united-states,497472,NA,"$31,746 - $44,148",General Public - G,Natural Bridge State Park
https://www.jobs.virginia.gov/jobs/scheduler-richmond-virginia-united-states,497471,NA,"$45,000 to $55,000",General Public - G,Office of the Lt. Governor
https://www.jobs.virginia.gov/jobs/equipment-repair-technician-i-northern-neck-richmond-county-virginia-united-states,497462,NA,"$44,047 - $60,565",General Public - G,Warsaw Shop
https://www.jobs.virginia.gov/jobs/bridge-maintenance-crew-member-caroline-middlesex-caroline-virginia-united-states,497447,NA,"$40,000 - $63,000",General Public - G,Fredericksburg District Office
https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fauquier-fauquier-county-virginia-united-states,497432,NA,"negotiable to $65,000",General Public - G,Fauquier General District Ct
https://www.jobs.virginia.gov/jobs/benefits-assistant-north-chesterfield-virginia-united-states,497449,3,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/program-manager-office-of-agriculture-forestry-development-richmond-virginia-united-states,497420,6,"Up to $102,000 annually. Excellent State Benefits",General Public - G,VDACS CENTRAL HEADQUARTERS
https://www.jobs.virginia.gov/jobs/office-services-specialist-indian-creek-ctr-00161-chesapeake-virginia-united-states,497337,NA,"$31,200 - $41,576",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/application-programmer-analyst-senior-5000-00-sign-on-bonus-richmond-virginia-united-states,497401,NA,"Commensurate up to $110,000",General Public - G,Central Office
https://www.jobs.virginia.gov/jobs/storekeeper-supervisor-indian-creek-correctional-ctr-00325-chesapeake-virginia-united-states,497339,NA,"$31,850 - $49,686",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/vro-p0170-vwp-specialist-harrisonburg-virginia-united-states,496885,NA,"$50,811 - $82,000",General Public - G,Valley Regional Office
https://www.jobs.virginia.gov/jobs/corrections-officer-greensville-correctional-center-greensville-virginia-united-states,494043,NA,"$42,000",General Public - G,Greensville Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-sussex-i-and-ii-state-prison-complex-surry-virginia-united-states-sussex,494039,NA,"$43,915",General Public - G,NA
https://www.jobs.virginia.gov/jobs/senior-software-qa-analyst-richmond-virginia-united-states,497233,NA,"$58,900 - $88,350, salary commensurate with experience",General Public - G,RICHMOND HEADQUARTERS
https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-widewater-state-park-stafford-virginia-united-states,496223,NA,"$40,000 - $60,289",General Public - G,Widewater State Park
https://www.jobs.virginia.gov/jobs/corrections-sergeant-augusta-correctional-center-augusta-county-virginia-united-states,496747,NA,"$46,400 - $82,732",Agency Employee Only - A,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-river-north-correctional-center-grayson-virginia-united-states,496098,NA,"$42,000",General Public - G,River North Corr Center
https://www.jobs.virginia.gov/jobs/corrections-officer-bland-correctional-center-bland-virginia-united-states,495505,NA,"$42,000",General Public - G,Bland Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-keen-mountain-correctional-center-buchanan-virginia-united-states,496392,NA,"$42,000",General Public - G,Keen Mountain Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-pocahontas-st-correctional-center-tazewell-virginia-united-states,496096,NA,"$42,000",General Public - G,Pocahontas State Corr Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-green-rock-correctional-center-pittsylvania-virginia-united-states,496092,NA,"$42,000",General Public - G,Green Rock Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-harrisonburg-ccap-harrisonburg-virginia-united-states-rockingham-shenandoah,496089,NA,"$42,000",General Public - G,Harrisonburg CCAP
https://www.jobs.virginia.gov/jobs/corrections-officer-pound-virginia-united-states,494022,NA,"$43,915",General Public - G,Red Onion State Prison
https://www.jobs.virginia.gov/jobs/corrections-officer-cold-springs-ccap-greenville-virginia-united-states,495765,NA,"$42,000",General Public - G,Cold Springs CCAP
https://www.jobs.virginia.gov/jobs/corrections-officer-craigsville-virginia-united-states,494003,NA,"$42,000",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/casework-counselor-augusta-correctional-center-augusta-county-virginia-united-states,496715,NA,"$42,000 - $60,675",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/cognitive-counselor-p-p-district-13-lynchburg-lynchburg-virginia-united-states,496390,NA,"$42,000 - $64,909",Agency Employee Only - A,Lynchburg P&P
https://www.jobs.virginia.gov/jobs/business-software-applications-teacher-craigsville-virginia-united-states,494338,NA,"$52,378 - $73,456",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/casework-counselor-cold-springs-correctional-unit-10-augusta-county-virginia-united-states,496711,NA,"$42,000 - $60,675",General Public - G,Cold Springs Corr Unit 10
https://www.jobs.virginia.gov/jobs/human-resources-business-partner-richmond-virginia-united-states,497200,NA,"$75,000 - $80,000",General Public - G,Virginia Museum of Fine Arts
https://www.jobs.virginia.gov/jobs/construction-inspector-senior-mecklenburg-virginia-united-states-petersburg,497140,NA,"$55,574 - $90,308",General Public - G,South Hill Residency
https://www.jobs.virginia.gov/jobs/senior-program-analyst-asset-management-division-richmond-virginia-united-states,495691,NA,"$101,719 - $132,235",General Public - G,Dept of Transportation
https://www.jobs.virginia.gov/jobs/civil-engineer-land-development-warrenton-virginia-united-states,495547,NA,"$77,102 - $115,000",General Public - G,Warrenton Residency
https://www.jobs.virginia.gov/jobs/certified-nurse-practitioner-senior-mrg-bristol-virginia-united-states-washington,497173,NA,"$92,610-$95,318",General Public - G,MT ROGERS-WASHINGTON COUNTY
https://www.jobs.virginia.gov/jobs/engineer-preliminary-engineering-nova-district-fairfax-virginia-united-states,495615,NA,"$82,000-$132,000",General Public - G,NOVA District Office
https://www.jobs.virginia.gov/jobs/chief-technology-officer-richmond-virginia-united-states,495815,NA,"The anticipated starting salary range is $100,000 up to $122,000",General Public - G,Dept of Criminal Justice Serv.
https://www.jobs.virginia.gov/jobs/financial-program-coordinator-salem-virginia-united-states,497393,NA,"$48,005- $60,006",General Public - G,Salem
https://www.jobs.virginia.gov/jobs/mechanic-equipment-repair-technician-loudoun-county-virginia-united-states,497390,NA,"$50,000-$80,000",General Public - G,Loudoun Residency
https://www.jobs.virginia.gov/jobs/mechanic-equipment-repair-technician-alexandria-virginia-united-states-arlington-fairfax-county-prince-william,497388,NA,"$50,000-$80,000",General Public - G,Fairfax Equipment Shop
https://www.jobs.virginia.gov/jobs/senior-environmental-planner-richmond-virginia-united-states,497365,NA,"$61,612 - $90,000",State Employee Only - E,Dept of Transportation
https://www.jobs.virginia.gov/jobs/placement-counselor-ars01132-charlottesville-virginia-united-states,497341,4,"Minimum starting salary at $44,100 commensurate with experience",General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/vib-associate-driver-shipping-receiving-bviir010-richmond-virginia-united-states,497353,NA,"$35,000 - $40,936",General Public - G,Blind & Vision Impaired
https://www.jobs.virginia.gov/jobs/training-development-coord-sr-hanover-virginia-united-states,497346,NA,"Commensurate up to $80,000",General Public - G,DJJ Training Academy
https://www.jobs.virginia.gov/jobs/special-education-teacher-adult-sussex-state-prison-complex-ed019-sussex-virginia-united-states,497324,NA,"$63,575 - $95,396",General Public - G,Sussex I State Prison
https://www.jobs.virginia.gov/jobs/adult-education-teacher-sussex-state-prison-complex-ed003-sussex-virginia-united-states,497331,NA,"$58,092 - $83,019",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-math-d5b75858-a2ae-452b-b4ed-0cf767ae0bda,497335,3,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/project-coordinator-hanover-virginia-united-states,497325,NA,"Commensurate up to $56,000",General Public - G,DJJ Training Academy
https://www.jobs.virginia.gov/jobs/relations-database-administrator-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex,497327,6,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/computer-systems-engineer-senior-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex,497316,6,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/benefits-assistant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-meck-ba4cbd66-c299-48ae-978c-9b6322f696a8,497306,6,NA,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/systems-owner-and-analyst-richmond-virginia-united-states,497266,5,"Negotiable up to $70,000",General Public - G,Main Street Centre
https://www.jobs.virginia.gov/jobs/it-quality-assurance-analyst-early-childhood-education-richmond-virginia-united-states,497276,5,"$75,000 min - $89,250 max",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/business-manager-north-chesterfield-virginia-united-states-richmond,497265,NA,"Commensurate up to $105,000",General Public - G,Central Office
https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-d08bcbee-7a8c-4cbb-8fdc-b6be6678a545,497267,NA,Commensurate with experience,General Public - G,Dept of Medical Asst Services
https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-ef74d128-77e5-452b-bae0-6dfa96272550,497257,NA,Commensurate with experience,General Public - G,Dept of Medical Asst Services
https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-kentuck-ahq-pittsylvania-virginia-united-states,497253,NA,"$36,218 - $58,854",General Public - G,Kentuck AHQ
https://www.jobs.virginia.gov/jobs/casework-counselor-senior-indian-creek-correctional-center-00113-00202-chesapeake-virginia-united-states,497244,NA,"$42,000 - $64,909",State Employee Only - E,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-sergeant-indian-creek-correctional-center-00338-chesapeake-virginia-united-states,497239,NA,"$46,400 - $82,732",Agency Employee Only - A,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-lieutenant-indian-creek-correctional-center-00150-chesapeake-virginia-united-states,497236,NA,"$51,240 - $89,223",Agency Employee Only - A,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/compliance-specialist-richmond-virginia-united-states,497232,5,"$75,000 min. - $93,713 max.",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/registered-nurse-baskerville-correctional-center-mecklenburg-virginia-united-states,496955,NA,"$71,000 - $91,007",General Public - G,Baskerville Correctional Ctr
https://www.jobs.virginia.gov/jobs/dentist-sussex-state-prison-complex-ii-sussex-virginia-united-states,497178,NA,"$115,500 - $189,277",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/maintenance-operator-ii-timberlake-ahq-campbell-virginia-united-states,497230,NA,"$33,005 - $53,633",General Public - G,Timberlake AHQ
https://www.jobs.virginia.gov/jobs/maintenance-operator-mt-airy-ahq-pittsylvania-virginia-united-states,497223,NA,"$33,005 - $53,633",General Public - G,Mt. Airy AHQ
https://www.jobs.virginia.gov/jobs/fleet-administrator-supervisor-stafford-virginia-united-states,497219,NA,"$64,941 - $89,294",General Public - G,Fredericksburg District Office
https://www.jobs.virginia.gov/jobs/instructional-designer-and-facilitator-richmond-virginia-united-states,497143,NA,"$70,853-$90,000",General Public - G,Dept of Transportation
https://www.jobs.virginia.gov/jobs/speciality-crew-leader-maintanence-chesterfield-virginia-united-states,497134,NA,"$38,944 - $63,284",General Public - G,Chester AHQ
https://www.jobs.virginia.gov/jobs/accountant-richmond-virginia-united-states-052aad5d-6433-4346-8ba6-34710c07dcab,496470,NA,58600 - 65000,General Public - G,VDH-Central Office
https://www.jobs.virginia.gov/jobs/meat-and-poultry-inspector-second-shift-evenings-chesterfield-virginia-united-states-richmond-1f95ed3c-bb17-4432-8a22-08e10a107c87,496774,4,"Up to $55,000. Excellent State Benefits",General Public - G,SO Teleworker In-State
https://www.jobs.virginia.gov/jobs/meat-and-poultry-inspector-chesterfield-county-chesterfield-virginia-united-states-richmond,496771,4,"Up to $55,000 annually. Excellent State Benefits",General Public - G,SO Teleworker In-State
https://www.jobs.virginia.gov/jobs/maintenance-operator-alleghany-virginia-united-states,497215,NA,"$33,005 - $53,633",General Public - G,Covington AHQ
https://www.jobs.virginia.gov/jobs/appeals-examiner-sr-chesterfield-virginia-united-states-hanover-henrico-petersburg,497213,NA,"$75,000 annually (flat rate)",Agency Employee Only - A,VEC CENTRAL OFFICE
https://www.jobs.virginia.gov/jobs/mixed-delivery-coordinator-richmond-virginia-united-states,495597,6,"$75,000 min - $95,000 max",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-00371-henrico-virginia-united-states,495163,NA,"Minimum starting salary at $49,613 commensurate with experience",General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/contract-manager-construction-fairfax-virginia-united-states,496136,NA,"$70,000-$113,000",General Public - G,NOVA District Office
https://www.jobs.virginia.gov/jobs/production-technician-dillwyn-virginia-united-states-aabd796b-efcd-4545-94c9-eac88576c677,495973,NA,"$33,626 - $50,440",General Public - G,Buckingham Correctional Center
https://www.jobs.virginia.gov/jobs/civil-rights-manager-fairfax-virginia-united-states-6c0498ca-298e-4976-86a4-f55352407274,495681,NA,"$90,955 - $147,802",General Public - G,NOVA District Office
https://www.jobs.virginia.gov/jobs/highway-maintenance-crew-member-free-union-virginia-united-states,495154,NA,"$33,005 - $53,633",General Public - G,Free Union AHQ
https://www.jobs.virginia.gov/jobs/probation-officer-front-royal-virginia-united-states,496503,NA,"Starting pay $53,183 (commensurate with experience)",General Public - G,CSU 26 - Warren County
https://www.jobs.virginia.gov/jobs/eeo-assistant-division-administrator-internal-programs-richmond-virginia-united-states,496022,NA,"$90,816 - $147,576",General Public - G,Dept of Transportation
https://www.jobs.virginia.gov/jobs/treatment-plant-operator-caroline-plant-01335-caroline-virginia-united-states,496723,NA,"$36,383 - $56,757",General Public - G,Caroline Correctional Unit 02
https://www.jobs.virginia.gov/jobs/police-officer-recruit-5-000-bonus-richmond-virginia-united-states,495726,NA,"$48,465 - $53,312",General Public - G,Office
https://www.jobs.virginia.gov/jobs/certified-police-officer-5-000-bonus-richmond-virginia-united-states,495352,NA,"$53,312 - $70,000",General Public - G,Office
https://www.jobs.virginia.gov/jobs/magistrate-rockingham-harrisonburg-virginia-united-states,494511,NA,Commensurate with Experience,General Public - G,CSU 26-Harrisonburg/Rockgham
https://www.jobs.virginia.gov/jobs/magistrate-warren-richmond-virginia-united-states,494683,NA,Commensurate with experience,General Public - G,Magistrates' Office
https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-19-newport-news-newport-news-virginia-united-states,495016,NA,"$42,500 - $47,000",General Public - G,Newport News P&P
https://www.jobs.virginia.gov/jobs/corrections-officer-goochland-virginia-united-states,494036,NA,"$42,000",General Public - G,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/regional-transition-specialist-00492-augusta-county-virginia-united-states-botetourt-county-bristol-buena-vista-henrico-pulaski-radford-roanoke-roanoke-county-salem-wythe,497208,4,Commensurate with experience,General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/maintenance-operator-brosville-ahq-pittsylvania-virginia-united-states,497205,NA,"$33,005 - $53,633",General Public - G,Brosville AHQ
https://www.jobs.virginia.gov/jobs/nro-p4093-air-inspector-prince-william-virginia-united-states,497202,5,"$55,892 - 85,000",General Public - G,Northern Regional Office
https://www.jobs.virginia.gov/jobs/facility-compliance-program-mgr-richmond-virginia-united-states-22e0f254-de3b-4225-b593-3c030e7d19ca,497204,NA,"$74,166 - $95,000",General Public - G,Dept of Transportation
https://www.jobs.virginia.gov/jobs/cognitive-counselor-community-corrections-p-p-district-33-warsaw-p3316-richmond-county-virginia-united-states,497199,NA,"$42,000 - $64,909",General Public - G,Warsaw P&P
https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-outside-of-state-q-z-radford-virginia-united-states-rappahannock-richmond-richmond-county-roanoke-roanoke-county-rockbrid-094b4342-fca9-42d8-a7e1-e94d0787ce8e,497193,3,"Salary is Negotiable and Commensurate with Experience for Dispatchers. Dispatcher Trainees will start at $35,578",General Public - G,"Salem, Virginia"
https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states,497191,NA,Commensurate with experience,General Public - G,Dept of Medical Asst Services
https://www.jobs.virginia.gov/jobs/forensic-scientist-digital-multimedia-evidence-central-laboratory-cf802-richmond-virginia-united-states,497184,NA,"$52,676 - $88,123",General Public - G,Dept of Forensic Science
https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-outside-of-state-q-z-radford-virginia-united-states-rappahannock-richmond-richmond-county-roanoke-roanoke-county-rockbridge-county-rockingham-russell-salem-sc,497188,3,"Salary is Negotiable and Commensurate with Experience for Dispatchers. Dispatcher Trainees will start at $35,578",General Public - G,"Salem, Virginia"
https://www.jobs.virginia.gov/jobs/dispatcher-or-dispatcher-trainee-bristol-virginia-united-states-accomac-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-county-bl,497185,3,"Salary is Negotiable and Commensurate with Experience for Dispatchers. Dispatcher Trainees will start at $35,578",General Public - G,"Colonial Heights, Virginia"
https://www.jobs.virginia.gov/jobs/deputy-clerk-augusta-staunton-staunton-virginia-united-states,497175,NA,"negotiable to $35,923",General Public - G,25th Dist. CSU Staunton
https://www.jobs.virginia.gov/jobs/crew-leader-structure-bridge-louisa-virginia-united-states,497076,NA,"$40,314 - $65,511",General Public - G,Louisa Residency
https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-math-47e26c11-45a3-4ff4-8074-d371309e39ba,497165,3,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/accounts-payable-supervisor-richmond-virginia-united-states,497151,NA,"$64,393 - $81,015",General Public - G,Old Hwy. Building
https://www.jobs.virginia.gov/jobs/accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgomery-county-nel,497159,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/accounts-payable-accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mat-1725a8e4-fa63-41d7-a6e6-ffd9cc16cd25,497154,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-rprj-epic-project-administrative-support-arsr1206-henrico-virginia-united-states,497145,3,"$29,772 - $42,500",General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/accounts-payable-accountant-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-mont,497148,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/assistant-attorney-general-major-crimes-and-emerging-threats-oag00642-roanoke-virginia-united-states,497138,NA,Commensurate with experience,General Public - G,ROANOKE 303
https://www.jobs.virginia.gov/jobs/business-systems-analyst-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgom,497126,6,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montg,497123,3,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-ars00576-manassas-virginia-united-states,497121,4,"Minimum starting salary at $60,638 commensurate with experience",General Public - G,Aging & Rehab Svcs (NOVA)
https://www.jobs.virginia.gov/jobs/food-production-worker-a-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgom,497115,1,Negotiable and Commensurate with Experience,General Public - G,"Nottoway, Virginia"
https://www.jobs.virginia.gov/jobs/chief-operations-officer-manassas-virginia-united-states-prince-william,496816,NA,"$86,722 - $156,000",General Public - G,PRINCE WILLIAM-WOODBRIDGE
https://www.jobs.virginia.gov/jobs/equipment-and-applications-specialist-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-midd,497107,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/employment-services-spec-sr-ars00777-manassas-virginia-united-states,497099,3,Commensurate with experience,General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/regional-dam-safety-engineer-richmond-virginia-united-states,497101,NA,"$90,000 - $110,000",General Public - G,Office
https://www.jobs.virginia.gov/jobs/equipment-and-applications-specialist-noc-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-,497102,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states-8dca5321-059f-424b-8ac3-16f4e26d033b,497048,NA,$40.00-41.00,General Public - G,J&C VCC
https://www.jobs.virginia.gov/jobs/general-accounting-and-reporting-manager-hybrid-richmond-virginia-united-states,497090,NA,"$96,400 - $120,000",General Public - G,Virginia Retirement System
https://www.jobs.virginia.gov/jobs/rehabilitation-teacher-bvi00124-fairfax-county-virginia-united-states,497089,4,"Minimum starting salary at $53,075 commensurate with experience",General Public - G,Blind & Vision Impaired (NOVA)
https://www.jobs.virginia.gov/jobs/communications-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathews-mecklenburg-melfa-middlesex-montgo,497085,4,Negotiable and Commensurate with Experience,General Public - G,"North Chesterfield, Virginia"
https://www.jobs.virginia.gov/jobs/it-project-manager-richmond-virginia-united-states,496681,NA,"Commensurate with experience, up to $110,000",General Public - G,IT SERVICES
https://www.jobs.virginia.gov/jobs/title-i-specialist-richmond-virginia-united-states,497069,5,"$75,000 min. - $93,713 max.",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/fiscal-assistant-manassas-virginia-united-states-prince-william,496809,NA,"$38,338 - $54,000",General Public - G,PRINCE WILLIAM-WOODBRIDGE
https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states-ddfc5e30-6e7d-4e71-bba9-08787ae61257,496618,NA,"$68,250 - $75,252",General Public - G,CRATER HQ
https://www.jobs.virginia.gov/jobs/senior-financial-reporting-and-compliance-specialist-richmond-virginia-united-states,497064,5,"$60,000 min. - $80,000 max.",General Public - G,VDOE James Monroe Building
https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-greensville-virginia-united-states,496646,NA,"$68,250 - $75,252",General Public - G,CRATER-GREENSVILLE/EMPORIA
https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states,496639,NA,"$68,250 - $75,252",General Public - G,CRATER HQ
https://www.jobs.virginia.gov/jobs/business-manager-c-alx-alexandria-virginia-united-states,497053,NV 5,"$100,000-$142,689",General Public - G,Alexandria HQ
https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-prince-george-virginia-united-states,496634,NA,"$68,250 - $75,252",General Public - G,CRATER-PRINCE GEORGE
https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states,497052,NA,$40.00-$41.00,General Public - G,J&C VCC
https://www.jobs.virginia.gov/jobs/production-technician-virginia-correctional-enterprises-00235-powhatan-virginia-united-states-61741fe9-e9c9-42bb-8079-cac01cfd35f2,497023,NA,"$33,626 - $50,440",General Public - G,State Farm Enterprise Unit
https://www.jobs.virginia.gov/jobs/cognitive-counselor-p-p-district-11-winchester-winchester-virginia-united-states,497021,NA,"$42,000 - $64,909",Agency Employee Only - A,Winchester P&P
https://www.jobs.virginia.gov/jobs/corrections-officer-stafford-ccap-01149-stafford-virginia-united-states-73194cbc-400a-4278-a7cc-ea1a47d4bfdc,497018,NA,"$42,000",General Public - G,Stafford CCAP
https://www.jobs.virginia.gov/jobs/corrections-sergeant-central-virginia-correctional-unit-13-13085-chesterfield-virginia-united-states,497017,NA,"$46,400 - $82,732",Agency Employee Only - A,Central VA Corr Unit 13
https://www.jobs.virginia.gov/jobs/fiscal-tech-senior-central-virginia-correctional-unit-13-chesterfield-virginia-united-states,497015,NA,"$38,000 - $54,317",General Public - G,Central VA Corr Unit 13
https://www.jobs.virginia.gov/jobs/casework-counselor-virginia-correctional-center-for-women-00146-goochland-virginia-united-states,497012,NA,"$42,000 - $60,675",General Public - G,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/cognitive-counselor-virginia-correctional-center-for-women-02017-goochland-virginia-united-states,497010,NA,"$42,000 - $64,909",General Public - G,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/inmate-grievance-coordinator-nottoway-correctional-center-nottoway-virginia-united-states,497008,NA,"$34,818 - $54,317",Agency Employee Only - A,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/cognitive-counselor-dillwyn-correctional-center-buckingham-virginia-united-states,497004,NA,"$42,000 - $64,909",General Public - G,Dillwyn Correctional Center
https://www.jobs.virginia.gov/jobs/human-resources-analyst-virginia-correctional-ctr-for-women-00016-goochland-virginia-united-states,497001,NA,"$46,200 - $68,108",State Only - S,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/program-support-technician-virginia-correctional-center-for-women-goochland-virginia-united-states,497000,NA,"$31,200 - $41,576",General Public - G,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/corrections-sergeant-virginia-correctional-center-for-women-00285-goochland-virginia-united-states,496933,NA,"$46,400 - $82,732",Agency Employee Only - A,Virginia Corr Ctr For Women
https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-virginia-correctional-center-for-women-01123-goochland-virginia-united-states,496929,NA,"$43,890 - $64,909",General Public - G,Virginia Corr Ctr For Women
